,user,location,tweet,created_at,original_creator,retweet
2085,FishburnSimone,Bay Area CA,"Folks - @BioCentury is continuing to cover the #Coronavirus outbreak, which is outside the paywall.  This contains… https://t.co/yUGz77mUR6",2020-02-02 19:57:12,,1
2086,BraneRunner,Virgo Supercluster,"RT @EvaSiu21: The drug treatment includes a mixture of anti-HIV drugs lopinavir and ritonavir, in combination with flu drug oseltamivir in…",2020-02-02 19:57:08,EvaSiu21,1
2087,maxleehk,Hong Kong,"RT @MandyLeeDUBHKG: More pictures of the aftermath of #policebrutality in Mei Foo, #HongKong, 2nd February, 2020

Police brutally attacked…",2020-02-02 19:57:08,MandyLeeDUBHKG,1
2088,ChidiebereAmad1,"Lagos, Nigeria","RT @AJEnglish: First #coronavirus death outside of China confirmed in the Philippines, with the overall death toll passing 300.

Latest upd…",2020-02-02 19:57:07,AJEnglish,1
2089,benmoomin,,"RT @DarrenPlymouth: Reduce your risk of #coronavirus  

🐗🐷🙊🐻🐶🐱🦇🦆🐌🦞🦑🐙 https://t.co/pU49wsGfa6",2020-02-02 19:57:07,DarrenPlymouth,1
2090,VforVenezuela_,,RT @IsChinar: No one can disembark from Hokkaido flying to Hong Kong.  Seven people had a fever.  It is believed that Hong Kong aircraft we…,2020-02-02 19:57:07,IsChinar,1
2091,JakeTCasual,,"RT @EpochTimes: “New Yorkers should go about our lives, continue doing what we do normally,” @BilldeBlasio said. 

#NewYorkCity's #Health o…",2020-02-02 19:57:06,EpochTimes,1
2092,sie2sienna,,RT @__BobsWorld__: Awesome. John Hopkins lost 385 confirmed cases of #Coronavirus in 40 minutes. They can make them disappear faster than T…,2020-02-02 19:57:05,__BobsWorld__,1
2093,theendgame4ever,"Dallas, TX",RT @Roby7220: #Coronavirus was manufactured in the lab. Let's get real. I don't believe this world's shit anymore. Js. 🤷‍♀️,2020-02-02 19:57:05,Roby7220,1
2094,SloOonDz,Romania,RT @RT_com: #Wuhan hospital workers sing to the #coronavirus patients to keep their spirit up https://t.co/NEvSPEmQm1,2020-02-02 19:57:04,RT_com,1
2095,ChrissUribe,QRO ✈ CLQ,"RT @flightradar24: On this week’s episode of AvTalk, we discuss the expanding response to #coronavirus, the helicopter crash in Calabasas,…",2020-02-02 19:57:04,flightradar24,1
2096,SevenofBarbie,Jozi (not) by the sea,A UK colleague flew from Heathrow to Cape Town for next week’s Mining Indaba. He said there were a number of passen… https://t.co/stRSGgiZIK,2020-02-02 19:57:03,,1
2097,SpenserOHair,,"RT @libertytarian: Another connection to HIV &amp; #Coronavirus

This time in Thailand, where they used HIV drugs to treat

Yesterday in India…",2020-02-02 19:57:03,libertytarian,1
2098,soso08,,"RT @TheDailyEdge: Meanwhile: US underprepared for #coronavirus due to Trump cuts

- CDC funding has been cut

- Steps put in place after Eb…",2020-02-02 19:57:03,TheDailyEdge,1
2099,AriyanShahab,Deutschland,RT @golamsarwarbd: Always by your side! A police officer in Wuhan carried a 68-year-old man who is suspected of having #coronavirus on his…,2020-02-02 19:57:02,golamsarwarbd,1
2100,ele_efe_rj,,"RT @globaltimesnews: “Come on, Wuhan” is seen at the delivery site of the Huoshenshan hospital, the first special hospital for patients inf…",2020-02-02 19:57:02,globaltimesnews,1
2101,MelanieLeblond3,IN MY HOUSE,RT @ivanpak8: Sign the petition to ban all flights from China. Protect all Canadians from #coronavirus https://t.co/dWwCqvzXgc,2020-02-02 19:57:02,ivanpak8,1
2102,BillsFanNFL,"North Tonawanda, NY",RT @CoronavirusR: Symptom free upon departure. How many got through the “checkpoints”? How many are spreading it now? #CoronavirusOutbreak…,2020-02-02 19:57:01,CoronavirusR,1
2103,thelonelypigwig,,"RT @JenniferHYChan: #China Sends 1400 PLA troops to #Wuhan hospitals.

Netizens comments:

-anyone who spreads negative news, will be immed…",2020-02-02 19:57:01,JenniferHYChan,1
2104,ESherokow,East coast U.S.A.,RT @maree_jun: A relative of mine from China just sent me this. Rows of police surrounds her residential block where a positive  #coronavir…,2020-02-02 19:57:00,maree_jun,1
2105,TPE_connect,online,Wuhan Coronavirus: How are patients being treated? Explained.. #China #Wuhan #Coronavirus #ChinaVirus… https://t.co/yLVOcbCcCH,2020-02-02 19:57:00,,1
2106,wwjdeux,,RT @EpochTimes: “Imagine being a Wuhan citizen…they can't get any medical treatments…they can only sit and wait to die.” Follow 👉@EpochTime…,2020-02-02 19:56:59,EpochTimes,1
2107,forexkeylevels,"London, England",RT @leadlagreport: Copper prices are plunging due to the coronavirus outbreak. Dr. Copper is warning the stock markets not to be too compla…,2020-02-02 19:56:59,leadlagreport,1
2108,tradepedian,,"RT @AvramisDespotis: #Coronavirus effects on global #markets and #gold
https://t.co/a3gtbEK9h8 https://t.co/O45zUfHGnl",2020-02-02 19:56:58,AvramisDespotis,1
2109,BillsFanNFL,"North Tonawanda, NY",RT @CoronavirusR: 1000 quarantined in the coming weeks. But how many are spreading #coronavirus NOW?? #HHS,2020-02-02 19:56:57,CoronavirusR,1
2110,LittleB83539051,,"RT @MajorPoonia: #Coronavirus is dancing on Haryanvi tunes 😀😅😂
Happy to see spirited Indian students who were evacuated from China and kept…",2020-02-02 19:56:56,MajorPoonia,1
2111,ExpressNews23,,"In China, the number of patients with coronavirus was 14,489, 304 residents died. In addition to China, the disease… https://t.co/TGFT1mH3RQ",2020-02-02 19:56:56,,1
2112,BrokssMr,,"RT @XetraDax30: Comparing 2007-pre-crisis-top with today's technicals could probably guide us into the coming #trading week.

$DAX #stocks…",2020-02-02 19:56:56,XetraDax30,1
2113,BagalueSunab,Jamaica- Trinidad &Tobago,"Wuhan #Coronavirus Looks Increasingly Like a Pandemic, Experts Say: Science - The New York Times https://t.co/jlaw8dngZo #WuhanCoronavirus",2020-02-02 19:56:55,,1
2114,RuanaeRL,"Rochester, NY",RT @manyapan: How to survive staying indoors during #coronavirus lockdown according to these very important videos making their rounds on C…,2020-02-02 19:56:55,manyapan,1
2115,MarieSiobsbhndy,"North Haven, CT",When your the only one who can shoot that damn monkey....😂😳😷💀🧟‍♀️🧟🧟‍♂️ #coronavirus #outbreak #travelban… https://t.co/wWUuYz4UdE,2020-02-02 19:56:55,,1
2116,Sridhar85990867,,"RT @IsChinar: Wenzhou, No. 1 vegetable market

#WuhanCoronavirus #Coronavirus https://t.co/lPhoYa3imn",2020-02-02 19:56:55,IsChinar,1
2117,ubersexychinese,"New York, NY",#travel #ban for foreign nationals from #china visiting the US over #coronavirus fears. Even US citizens from… https://t.co/RW7HcX0qOB,2020-02-02 19:56:54,,1
2118,chicago_canada,Roberts Creek,"RT @DrJacobsRad: The Lancet article modeling disease spread changes everything. There's no need to panic, but it is now clearly time to act…",2020-02-02 19:56:54,DrJacobsRad,1
2119,UltraSadoNazi,,It’s that scene in #Titanic with the quartet playing til the end. #Coronavirus https://t.co/lumNYnNKD0,2020-02-02 19:56:54,,1
2120,Shamoism,"Calgary, AB","RT @Madame__Luna: Chine 🇨🇳 
#séisme #tremblementdeterre #china #enchine #coronavirus #breaking #zhaozhen #chine #chinesepeople https://t.co…",2020-02-02 19:56:52,Madame__Luna,1
2121,jannsloan,Colorado,"RT @TomValletti: #Coronavirus On a train in Italy. A teenage Chinese boy boards the train. A woman comments loudly: “There you go, we are a…",2020-02-02 19:56:52,TomValletti,1
2122,ashishnh,,"RT @CiovaccoCapital: Based on the figures reported at the end of each day between January 21 and February 1, the daily percentage change in…",2020-02-02 19:56:52,CiovaccoCapital,1
2123,I__Am__Ram,Chennai,RT @maree_jun: A relative of mine from China just sent me this. Rows of police surrounds her residential block where a positive  #coronavir…,2020-02-02 19:56:52,maree_jun,1
2124,YOKO82934858,,"RT @Fight4HongKong: 02.02.20 Mei Foo Anti-Quarantine Camp Protest:

Plainclothes #HKPolice violently arrested and hit 2 Mei Foo residents w…",2020-02-02 19:56:51,Fight4HongKong,1
2125,DAVE___LEE___,,"RT @Dystopia992: #BREAKING 🇨🇳 — huge #FIRE broke out in one major tourist spot in #Putian, #Fujian.

People said Fire trucks just could NOT…",2020-02-02 19:56:50,Dystopia992,1
2126,dencabforcutie,,RT @CDCofBC: 1/11 There are several misconceptions on social media currently around how #coronavirus is transmitted. Please allow us to cle…,2020-02-02 19:56:49,CDCofBC,1
2127,kenshouse57,"Lancaster, Pa.  USA",RT @ChinaDaily: The development of #vaccines for the novel #coronavirus is making progress after its infection model on primates has been e…,2020-02-02 19:56:49,ChinaDaily,1
2128,CecilVirgnia,,"RT @CoronavirusNews: Germany confirms 2 new cases of the #coronavirus, bringing the total to 10. Both patients were part of the 124 people…",2020-02-02 19:56:49,CoronavirusNews,1
2129,waterfall8888,"London, the United Kingdom","RT @globaltimesnews: #Opinion: Facing #coronavirus epidemic, Chinese people must avoid losses caused by fear, overreaction: top epidemiolog…",2020-02-02 19:56:48,globaltimesnews,1
2130,CoolSky_,World,"RT @PDChina: Due to the outbreak of #coronavirus, Dian Lake in SW China's Yunnan is closed for public visits. The duty of feeding more than…",2020-02-02 19:56:48,PDChina,1
2131,DPDenman,"Seattle, WA",RT @Jay_Pitter: Today 35+ peeps showed up to walk &amp; shop in Chinatown in support of our Chinese Canadian neighbours facing #coronavirus rel…,2020-02-02 19:56:47,Jay_Pitter,1
2132,hhsregion3,"Philadelphia, PA","RT @CDCgov: #HCPs: See the newest CDC Health Update on 2019 novel #coronavirus, updating interim guidance for:
▪️ caring for 2019-nCoV pati…",2020-02-02 19:56:46,CDCgov,1
2133,SunshineDaisy07,"Lake Huron, MI",@Clarty81 @MENnewsdesk @10DowningStreet @BorisJohnson #Coronavirus is a family of viruses includes the common cold.… https://t.co/JTlU8JEwn7,2020-02-02 19:56:46,,1
2134,virtuemoiring,🙃 she/her,"RT @TomValletti: #Coronavirus On a train in Italy. A teenage Chinese boy boards the train. A woman comments loudly: “There you go, we are a…",2020-02-02 19:56:46,TomValletti,1
2135,manzoork86,Kashmir & New Delhi,"RT @Vijayabaskarofl: #CoronaVirus Update: The Virologylab at #KingsInstitute,Chennai is setup as per guidelines from Health Ministry &amp; is f…",2020-02-02 19:56:45,Vijayabaskarofl,1
2136,lfclee2011,"Co Antrim , Northern Ireland","RT @flightradar24: On this week’s episode of AvTalk, we discuss the expanding response to #coronavirus, the helicopter crash in Calabasas,…",2020-02-02 19:56:45,flightradar24,1
2137,Julia53470201,Deutschland,"@rengle112 @paolucci40 @CoronavirusESP Terrible. Really horrible, and the #WHO praises for the open communication r… https://t.co/dViyOPtLfh",2020-02-02 19:56:44,,1
2138,Ale_Laz,"London, England",RT @IDstewardship: We finally have a picture of the #coronavirus https://t.co/hoqyzhxIfw,2020-02-02 19:56:44,IDstewardship,1
2139,Liffordennis,"iPhone: 52.691895,-8.919220","RT @ECDC_EU: Laboratory support (for primary/and or confirmatory testing) by #Coronavirus specialised laboratories in the EU.

Any positive…",2020-02-02 19:56:44,ECDC_EU,1
2140,ioiamx,🇲🇽,RT @UNHumanRights: It's understandable to be alarmed by #Coronavirus. But no amount of fear can excuse prejudice &amp; discrimination against p…,2020-02-02 19:56:43,UNHumanRights,1
2141,TexToxic,"Dallas, TX",RT @IsChinar: No one can disembark from Hokkaido flying to Hong Kong.  Seven people had a fever.  It is believed that Hong Kong aircraft we…,2020-02-02 19:56:42,IsChinar,1
2142,abe__apurv,MH 13,"RT @A2D2_: Meanwhile evacuated Indians in a #Coronavirus isolation camp in Manesar, Haryana 😂
(via @dhananjaypro) https://t.co/HcTrI2qmTn",2020-02-02 19:56:42,A2D2_,1
2143,wavy_skywalker,"Las Vegas, NV","RT @ianbremmer: Up to 14,000 two days later. 
#coronavirus https://t.co/F6k6dhy2kv",2020-02-02 19:56:41,ianbremmer,1
2144,LoLBeach2,,RT @BostonXpat: This market is over valued. It needed a catalyst. Has one in #coronavirus. The question is this: Will central bank liquidit…,2020-02-02 19:56:40,BostonXpat,1
2145,Harvy_Tamber,"England, UK","RT @TomValletti: #Coronavirus On a train in Italy. A teenage Chinese boy boards the train. A woman comments loudly: “There you go, we are a…",2020-02-02 19:56:40,TomValletti,1
2146,KaryHuertas,Guatemala,RT @RT_com: #Wuhan hospital workers sing to the #coronavirus patients to keep their spirit up https://t.co/NEvSPEmQm1,2020-02-02 19:56:40,RT_com,1
2147,SecretNews,,"So much for 'contained'...

WHO Warns ""Countries Should Prepare For Local Outbreaks"" As Pentagon Increases Quaranti… https://t.co/H1WdogTySU",2020-02-02 19:56:39,,1
2148,bevrobertson3,Canada,"RT @DrJacobsRad: The Lancet article modeling disease spread changes everything. There's no need to panic, but it is now clearly time to act…",2020-02-02 19:56:39,DrJacobsRad,1
2149,GarySYCheung,"Manchester, England","RT @JenniferHYChan: Shocking. This is the new #Wuhan hospital built in 8 days. 

Very much like a detention ctr. All windows are barred, do…",2020-02-02 19:56:39,JenniferHYChan,1
2150,jeffboston3,"Phila,PA","RT @sotiridi: #Update: Just in - Despite the quarantine measures of the government being in place of the #coronavirus , people in the #Zhao…",2020-02-02 19:56:38,sotiridi,1
2151,tradepedia,Dubai,"RT @AvramisDespotis: #Coronavirus effects on global #markets and #gold
https://t.co/a3gtbEK9h8 https://t.co/O45zUfHGnl",2020-02-02 19:56:38,AvramisDespotis,1
2152,swentol,,"RT @Beaubier: The real number of #coronavirus cases is more than 75,000, according to a scientific model that says the outbreak will double…",2020-02-02 19:56:37,Beaubier,1
2153,AriyanShahab,Deutschland,"RT @CriticalCezanne: In Wuhan, many people infected and die for #coronavirus every day. #CCP’s still controlling media to keep people from…",2020-02-02 19:56:37,CriticalCezanne,1
2154,112358io,pale blue dot,"RT @viet_t_nguyen: I sneezed in a crowded Los Angeles space and no one blinked, moved away, or said #coronavirus.",2020-02-02 19:56:37,viet_t_nguyen,1
2155,GoswamiAdi,,"RT @ANI: #WATCH Indian students who were brought back from Wuhan, China, dance at the quarantine facility of Indian Army in Manesar, Haryan…",2020-02-02 19:56:37,ANI,1
2156,elan_gusma,,RT @IsChinar: No one can disembark from Hokkaido flying to Hong Kong.  Seven people had a fever.  It is believed that Hong Kong aircraft we…,2020-02-02 19:56:37,IsChinar,1
2157,ria_amaliaaa,,"RT @TomValletti: #Coronavirus On a train in Italy. A teenage Chinese boy boards the train. A woman comments loudly: “There you go, we are a…",2020-02-02 19:56:37,TomValletti,1
2158,peterpobjecky,"Gillingham,UK","RT @Russ_Warrior: If #Coronavirus Is an Escaped ""Bioweapon"" (Though it's Highly Unlikely) It Is the Lamest Bioweapon Ever Created.
https://…",2020-02-02 19:56:36,Russ_Warrior,1
2159,JackDevero,"Sandton, South Africa","RT @TomValletti: #Coronavirus On a train in Italy. A teenage Chinese boy boards the train. A woman comments loudly: “There you go, we are a…",2020-02-02 19:56:35,TomValletti,1
2160,MerliniOscar,,"RT @TomValletti: #Coronavirus On a train in Italy. A teenage Chinese boy boards the train. A woman comments loudly: “There you go, we are a…",2020-02-02 19:56:35,TomValletti,1
2161,Radicalevel,en la Republica de Venezuela,"RT @ConflictsW: Indonesian citizens rescued from Wuhan, China being ‘decontaminated’ after exiting the plane before being quarantined for 2…",2020-02-02 19:56:33,ConflictsW,1
2162,magicaGrmente22,,RT @NCOVNEWS: #Coronavirus pandemic has now officially exceeded SARS in cumulative cases in just two weeks. https://t.co/WHta2C4pIg,2020-02-02 19:56:33,NCOVNEWS,1
2163,_efuaG,Nigeria,RT @media_resist: Know your mask types #coronavirus https://t.co/d7VWTFBapm,2020-02-02 19:56:33,media_resist,1
2164,timmyotoole23,,RT @jenniferatntd: Notice about stock market in #China. No one is allowed to sell when the market resume on Feb. 3.  Biding price to be con…,2020-02-02 19:56:32,jenniferatntd,1
2165,nobodysmomma,"Orchard Park, NY","RT @DarrenPlymouth: People are dying at home before getting the chance for treatment in what is now Racoon City #Wuhan. 

This coupled with…",2020-02-02 19:56:31,DarrenPlymouth,1
2166,ElmnehBerehe,,"RT @TomValletti: #Coronavirus On a train in Italy. A teenage Chinese boy boards the train. A woman comments loudly: “There you go, we are a…",2020-02-02 19:56:30,TomValletti,1
2167,CoronavirusR,United States,1000 quarantined in the coming weeks. But how many are spreading #coronavirus NOW?? #HHS https://t.co/63uguclypv,2020-02-02 19:56:30,,1
